label 
Lepidoptera 
unclassified Lepidoptera 
Glossata 
environmental samples <Lepidoptera> 
Zeugloptera 
Aglossata 
Heterobathmiina 
Lepitoptera incertae sedis 
Lepidoptera sp. BOLD:AAL7046
Lepidoptera sp. BOLD:AAL7047
Lepidoptera sp. BOLD:AAL7048
Lepidoptera sp. BOLD:AAL7050
Lepidoptera sp. BOLD:AAL7052
Lepidoptera sp. BOLD:AAL7053
Lepidoptera sp. BOLD:AAL7054
Lepidoptera sp. BOLD:AAL7055
Lepidoptera sp. BOLD:AAL7056
Lepidoptera sp. BOLD:AAL7057
Lepidoptera sp. BOLD:AAL7061
Lepidoptera sp. BOLD:AAL7063
Lepidoptera sp. BOLD:AAL7064
Lepidoptera sp. BOLD:AAL7065
Lepidoptera sp. BOLD:AAL7066
Lepidoptera sp. BOLD:AAL7067
Lepidoptera sp. BOLD:AAL7069
Lepidoptera sp. BOLD:AAL7071
Lepidoptera sp. BOLD:AAL7078
Lepidoptera sp. BOLD:AAL7079
Lepidoptera sp. BOLD:AAL7080
Lepidoptera sp. BOLD:AAL7083
Lepidoptera sp. BOLD:AAL7084
Lepidoptera sp. BOLD:AAL7085
Lepidoptera sp. BOLD:AAL7090
Lepidoptera sp. BOLD:AAL7092
Lepidoptera sp. BOLD:AAL7093
Lepidoptera sp. BOLD:AAL7094
Lepidoptera sp. BOLD:AAL7095
Lepidoptera sp. BOLD:AAL7105
Lepidoptera sp. BOLD:AAL7109
Lepidoptera sp. BOLD:AAL7111
Lepidoptera sp. BOLD:AAL7112
Lepidoptera sp. BOLD:AAL7113
Lepidoptera sp. BOLD:AAL7114
Lepidoptera sp. BOLD:AAL7124
Lepidoptera sp. BOLD:AAL7125
Lepidoptera sp. BOLD:AAL7133
Lepidoptera sp. BOLD:AAL7134
Lepidoptera sp. BOLD:AAL7138
Lepidoptera sp. BOLD:AAL7139
Lepidoptera sp. BOLD:AAL7140
Lepidoptera sp. BOLD:AAL7141
Lepidoptera sp. BOLD:AAL7143
Lepidoptera sp. BOLD:AAL7144
Lepidoptera sp. BOLD:AAL7157
Lepidoptera sp. BOLD:AAL7160
Lepidoptera sp. BOLD:AAL7161
Lepidoptera sp. BOLD:AAL7164
Lepidoptera sp. BOLD:AAL7165
Lepidoptera sp. BOLD:AAL7166
Lepidoptera sp. BOLD:AAL7167
Lepidoptera sp. BOLD:AAL7168
Lepidoptera sp. BOLD:AAL7169
Lepidoptera sp. BOLD:AAL7170
Lepidoptera sp. BOLD:AAL7171
Lepidoptera sp. BOLD:AAL7172
Lepidoptera sp. BOLD:AAL7173
Lepidoptera sp. BOLD:AAL7179
Lepidoptera sp. BOLD:AAL7180
Lepidoptera sp. BOLD:AAL7181
Lepidoptera sp. BOLD:AAL7182
Lepidoptera sp. BOLD:AAL7183
Lepidoptera sp. BOLD:AAL7185
Lepidoptera sp. BOLD:AAL7187
Lepidoptera sp. BOLD:AAL7188
Lepidoptera sp. BOLD:AAL7189
Lepidoptera sp. BOLD:AAL7190
Lepidoptera sp. BOLD:AAL7191
Lepidoptera sp. BOLD:AAL7192
Lepidoptera sp. BOLD:AAL7195
Lepidoptera sp. BOLD:AAL7196
Lepidoptera sp. BOLD:AAL7198
Lepidoptera sp. BOLD:AAL7205
Lepidoptera sp. BOLD:AAL7207
Lepidoptera sp. BOLD:AAL7209
Lepidoptera sp. BOLD:AAL7210
Lepidoptera sp. BOLD:AAL7217
Lepidoptera sp. BOLD:AAL7231
Lepidoptera sp. BOLD:AAL7232
Lepidoptera sp. BOLD:AAL7233
Lepidoptera sp. BOLD:AAL7234
Lepidoptera sp. BOLD:AAL7235
Lepidoptera sp. BOLD:AAL7236
Lepidoptera sp. BOLD:AAL7237
Lepidoptera sp. BOLD:AAL7238
Lepidoptera sp. BOLD:AAL7240
Lepidoptera sp. BOLD:AAL7241
Lepidoptera sp. BOLD:AAL7245
Lepidoptera sp. BOLD:AAL7247
Lepidoptera sp. BOLD:AAL7251
Lepidoptera sp. BOLD:AAL7252
Lepidoptera sp. BOLD:AAL7253
Lepidoptera sp. BOLD:AAL7254
Lepidoptera sp. BOLD:AAL7255
Lepidoptera sp. BOLD:AAL7256
Lepidoptera sp. BOLD:AAL7257
Lepidoptera sp. BOLD:AAL7258
Lepidoptera sp. BOLD:AAL7260
Lepidoptera sp. BOLD:AAL7261
Lepidoptera sp. BOLD:AAL7262
Lepidoptera sp. BOLD:AAL7269
Lepidoptera sp. BOLD:AAL7270
Lepidoptera sp. BOLD:AAL7271
Lepidoptera sp. BOLD:AAL7272
Lepidoptera sp. BOLD:AAL7273
Lepidoptera sp. BOLD:AAL7274
Lepidoptera sp. BOLD:AAL7275
Lepidoptera sp. BOLD:AAL7276
Lepidoptera sp. BOLD:AAL7277
Lepidoptera sp. BOLD:AAL7296
Lepidoptera sp. BOLD:AAL7297
Lepidoptera sp. BOLD:AAL7298
Lepidoptera sp. BOLD:AAL7506
Lepidoptera sp. BOLD:AAL7507
Lepidoptera sp. BOLD:AAL7508
Lepidoptera sp. BOLD:AAL7512
Lepidoptera sp. BOLD:AAL7513
Lepidoptera sp. BOLD:AAL7565
Lepidoptera sp. BOLD:AAL7577
Lepidoptera sp. BOLD:AAL7578
Lepidoptera sp. BOLD:AAL7579
Lepidoptera sp. BOLD:AAL7582
Lepidoptera sp. BOLD:AAL7583
Lepidoptera sp. BOLD:AAL7584
Lepidoptera sp. BOLD:AAL7585
Lepidoptera sp. BOLD:AAL7586
Lepidoptera sp. BOLD:AAL7588
Lepidoptera sp. BOLD:AAL7589
Lepidoptera sp. BOLD:AAL7590
Lepidoptera sp. BOLD:AAL7591
Lepidoptera sp. BOLD:AAL7592
Lepidoptera sp. BOLD:AAL7593
Lepidoptera sp. BOLD:AAL7594
Lepidoptera sp. BOLD:AAL7595
Lepidoptera sp. BOLD:AAL7596
Lepidoptera sp. BOLD:AAL7597
Lepidoptera sp. BOLD:AAL7598
Lepidoptera sp. BOLD:AAL7599
Lepidoptera sp. BOLD:AAL7600
Lepidoptera sp. BOLD:AAL7601
Lepidoptera sp. BOLD:AAL7602
Lepidoptera sp. BOLD:AAL7604
Lepidoptera sp. BOLD:AAL7605
Lepidoptera sp. BOLD:AAL7607
Lepidoptera sp. BOLD:AAL7608
Lepidoptera sp. BOLD:AAL7609
Lepidoptera sp. BOLD:AAL7610
Lepidoptera sp. BOLD:AAL7611
Lepidoptera sp. BOLD:AAL7612
Lepidoptera sp. BOLD:AAL7613
Lepidoptera sp. BOLD:AAL7614
Lepidoptera sp. BOLD:AAL7615
Lepidoptera sp. BOLD:AAL7616
Lepidoptera sp. BOLD:AAL7623
Lepidoptera sp. BOLD:AAL7626
Lepidoptera sp. BOLD:AAL7627
Lepidoptera sp. BOLD:AAL7646
Lepidoptera sp. BOLD:AAL7648
Lepidoptera sp. BOLD:AAL7649
Lepidoptera sp. BOLD:AAL7650
Lepidoptera sp. BOLD:AAL7651
Lepidoptera sp. BOLD:AAL7652
Lepidoptera sp. BOLD:AAL7659
Lepidoptera sp. BOLD:AAL7660
Lepidoptera sp. BOLD:AAL7661
Lepidoptera sp. BOLD:AAL7662
Lepidoptera sp. BOLD:AAL7663
Lepidoptera sp. BOLD:AAL7667
Lepidoptera sp. BOLD:AAL7672
Lepidoptera sp. BOLD:AAL7673
Lepidoptera sp. BOLD:AAL7674
Lepidoptera sp. BOLD:AAL7675
Lepidoptera sp. BOLD:AAL7676
Lepidoptera sp. BOLD:AAL7677
Lepidoptera sp. BOLD:AAL7678
Lepidoptera sp. BOLD:AAL7679
Lepidoptera sp. BOLD:AAL7680
Lepidoptera sp. BOLD:AAL7681
Lepidoptera sp. BOLD:AAL7682
Lepidoptera sp. BOLD:AAL7686
Lepidoptera sp. BOLD:AAL7687
Lepidoptera sp. BOLD:AAL7688
Lepidoptera sp. BOLD:AAL7689
Lepidoptera sp. BOLD:AAL7694
Lepidoptera sp. BOLD:AAL7695
Lepidoptera sp. BOLD:AAL7705
Lepidoptera sp. BOLD:AAL7706
Lepidoptera sp. BOLD:AAL7708
Lepidoptera sp. BOLD:AAL7760
Lepidoptera sp. BOLD:AAL7765
Lepidoptera sp. BOLD:AAL7766
Lepidoptera sp. BOLD:AAL7767
Lepidoptera sp. BOLD:AAL7768
Lepidoptera sp. BOLD:AAL7770
Lepidoptera sp. BOLD:AAL7774
Lepidoptera sp. BOLD:AAL7787
Lepidoptera sp. BOLD:AAL7788
Lepidoptera sp. BOLD:AAL7789
Lepidoptera sp. BOLD:AAL7790
Lepidoptera sp. BOLD:AAL7791
Lepidoptera sp. BOLD:AAL7792
Lepidoptera sp. BOLD:AAL7793
Lepidoptera sp. BOLD:AAL7794
Lepidoptera sp. BOLD:AAL7795
Lepidoptera sp. BOLD:AAL7796
Lepidoptera sp. BOLD:AAL7797
Lepidoptera sp. BOLD:AAL7798
Lepidoptera sp. BOLD:AAL7799
Lepidoptera sp. BOLD:AAL7800
Lepidoptera sp. BOLD:AAL7801
Lepidoptera sp. BOLD:AAL7802
Lepidoptera sp. BOLD:AAL7803
Lepidoptera sp. BOLD:AAL7806
Lepidoptera sp. BOLD:AAL7807
Lepidoptera sp. BOLD:AAL7808
Lepidoptera sp. BOLD:AAL7809
Lepidoptera sp. BOLD:AAL7810
Lepidoptera sp. BOLD:AAL7813
Lepidoptera sp. BOLD:AAL7832
Lepidoptera sp. BOLD:AAL7835
Lepidoptera sp. BOLD:AAL7836
Lepidoptera sp. BOLD:AAL7837
Lepidoptera sp. BOLD:AAL8304
Lepidoptera sp. BOLD:AAL8305
Lepidoptera sp. BOLD:AAL8306
Lepidoptera sp. BOLD:AAL8307
Lepidoptera sp. BOLD:AAL8308
Lepidoptera sp. BOLD:AAL8309
Lepidoptera sp. BOLD:AAL8310
Lepidoptera sp. BOLD:AAL8311
Lepidoptera sp. BOLD:AAL8312
Lepidoptera sp. BOLD:AAL8313
Lepidoptera sp. BOLD:AAL8314
Lepidoptera sp. BOLD:AAL8315
Lepidoptera sp. BOLD:AAL8316
Lepidoptera sp. BOLD:AAL8317
Lepidoptera sp. BOLD:AAL8318
Lepidoptera sp. BOLD:AAL8319
Lepidoptera sp. BOLD:AAL8321
Lepidoptera sp. BOLD:AAL8322
Lepidoptera sp. BOLD:AAL8323
Lepidoptera sp. BOLD:AAL8324
Lepidoptera sp. BOLD:AAL8325
Lepidoptera sp. BOLD:AAL8326
Lepidoptera sp. BOLD:AAL8327
Lepidoptera sp. BOLD:AAL8328
Lepidoptera sp. BOLD:AAL8329
Lepidoptera sp. BOLD:AAL8330
Lepidoptera sp. BOLD:AAL8331
Lepidoptera sp. BOLD:AAL8332
Lepidoptera sp. BOLD:AAL8333
Lepidoptera sp. BOLD:AAL8334
Lepidoptera sp. BOLD:AAL8335
Lepidoptera sp. BOLD:AAL8336
Lepidoptera sp. BOLD:AAL8337
Lepidoptera sp. BOLD:AAL8338
Lepidoptera sp. BOLD:AAL8339
Lepidoptera sp. BOLD:AAL8340
Lepidoptera sp. BOLD:AAL8342
Lepidoptera sp. BOLD:AAL8343
Lepidoptera sp. BOLD:AAL8348
Lepidoptera sp. BOLD:AAL8359
Lepidoptera sp. BOLD:AAL8365
Lepidoptera sp. BOLD:AAL8366
Lepidoptera sp. BOLD:AAL8367
Lepidoptera sp. BOLD:AAL8368
Lepidoptera sp. BOLD:AAL8369
Lepidoptera sp. BOLD:AAL8370
Lepidoptera sp. BOLD:AAL8371
Lepidoptera sp. BOLD:AAL8372
Lepidoptera sp. BOLD:AAL8373
Lepidoptera sp. BOLD:AAL8374
Lepidoptera sp. BOLD:AAL8375
Lepidoptera sp. BOLD:AAL8376
Lepidoptera sp. BOLD:AAL8377
Lepidoptera sp. BOLD:AAL8378
Lepidoptera sp. BOLD:AAL8379
Lepidoptera sp. BOLD:AAL8380
Lepidoptera sp. BOLD:AAL8381
Lepidoptera sp. BOLD:AAL8382
Lepidoptera sp. BOLD:AAL8383
Lepidoptera sp. BOLD:AAL8384
Lepidoptera sp. BOLD:AAL8385
Lepidoptera sp. BOLD:AAL8386
Lepidoptera sp. BOLD:AAL8387
Lepidoptera sp. BOLD:AAL8388
Lepidoptera sp. BOLD:AAL8389
Lepidoptera sp. BOLD:AAL8390
Lepidoptera sp. BOLD:AAL8391
Lepidoptera sp. BOLD:AAL8392
Lepidoptera sp. BOLD:AAL8393
Lepidoptera sp. BOLD:AAL8394
Lepidoptera sp. BOLD:AAL8395
Lepidoptera sp. BOLD:AAL8396
Lepidoptera sp. BOLD:AAL8397
Lepidoptera sp. BOLD:AAL8398
Lepidoptera sp. BOLD:AAL8399
Lepidoptera sp. BOLD:AAL8400
Lepidoptera sp. BOLD:AAL8401
Lepidoptera sp. BOLD:AAL8402
Lepidoptera sp. BOLD:AAL8403
Lepidoptera sp. BOLD:AAL8404
Lepidoptera sp. BOLD:AAL8405
Lepidoptera sp. BOLD:AAL8406
Lepidoptera sp. BOLD:AAL8407
Lepidoptera sp. BOLD:AAL8408
Lepidoptera sp. BOLD:AAL8409
Lepidoptera sp. BOLD:AAL8410
Lepidoptera sp. BOLD:AAL8411
Lepidoptera sp. BOLD:AAL8412
Lepidoptera sp. BOLD:AAL8413
Lepidoptera sp. BOLD:AAL8414
Lepidoptera sp. BOLD:AAL8415
Lepidoptera sp. BOLD:AAL8416
Lepidoptera sp. BOLD:AAL8417
Lepidoptera sp. BOLD:AAL8418
Lepidoptera sp. BOLD:AAL8419
Lepidoptera sp. BOLD:AAL8420
Lepidoptera sp. BOLD:AAL8421
Lepidoptera sp. BOLD:AAL8422
Lepidoptera sp. BOLD:AAL8423
Lepidoptera sp. BOLD:AAL8424
Lepidoptera sp. BOLD:AAL8425
Lepidoptera sp. BOLD:AAL8426
Lepidoptera sp. BOLD:AAL8427
Lepidoptera sp. BOLD:AAL8428
Lepidoptera sp. BOLD:AAL8429
Lepidoptera sp. BOLD:AAL8430
Lepidoptera sp. BOLD:AAL8431
Lepidoptera sp. BOLD:AAL8432
Lepidoptera sp. BOLD:AAL8433
Lepidoptera sp. BOLD:AAL8434
Lepidoptera sp. BOLD:AAL8435
Lepidoptera sp. BOLD:AAL8436
Lepidoptera sp. BOLD:AAL8437
Lepidoptera sp. BOLD:AAL8438
Lepidoptera sp. BOLD:AAL8439
Lepidoptera sp. BOLD:AAL8440
Lepidoptera sp. BOLD:AAL8441
Lepidoptera sp. BOLD:AAL8442
Lepidoptera sp. BOLD:AAL8443
Lepidoptera sp. BOLD:AAL8444
Lepidoptera sp. BOLD:AAL8445
Lepidoptera sp. BOLD:AAL8446
Lepidoptera sp. BOLD:AAL8447
Lepidoptera sp. BOLD:AAL8448
Lepidoptera sp. BOLD:AAL8449
Lepidoptera sp. BOLD:AAL8450
Lepidoptera sp. BOLD:AAL8451
Lepidoptera sp. BOLD:AAL8452
Lepidoptera sp. BOLD:AAL8453
Lepidoptera sp. BOLD:AAL8454
Lepidoptera sp. BOLD:AAL8455
Lepidoptera sp. BOLD:AAL8456
Lepidoptera sp. BOLD:AAL8457
Lepidoptera sp. BOLD:AAL8458
Lepidoptera sp. BOLD:AAL8459
Lepidoptera sp. BOLD:AAL8460
Lepidoptera sp. BOLD:AAL8461
Lepidoptera sp. BOLD:AAL8462
Lepidoptera sp. BOLD:AAL8463
Lepidoptera sp. BOLD:AAL8464
Lepidoptera sp. BOLD:AAL8465
Lepidoptera sp. BOLD:AAL8466
Lepidoptera sp. BOLD:AAL8468
Lepidoptera sp. BOLD:AAL8469
Lepidoptera sp. BOLD:AAL8470
Lepidoptera sp. BOLD:AAL8471
Lepidoptera sp. BOLD:AAL8472
Lepidoptera sp. BOLD:AAL8473
Lepidoptera sp. BOLD:AAL8474
Lepidoptera sp. BOLD:AAL8475
Lepidoptera sp. BOLD:AAL8476
Lepidoptera sp. BOLD:AAL8477
Lepidoptera sp. BOLD:AAL8478
Lepidoptera sp. BOLD:AAL8479
Lepidoptera sp. BOLD:AAL8480
Lepidoptera sp. BOLD:AAL8481
Lepidoptera sp. BOLD:AAL8482
Lepidoptera sp. BOLD:AAL8483
Lepidoptera sp. BOLD:AAL8484
Lepidoptera sp. BOLD:AAL8485
Lepidoptera sp. BOLD:AAL8486
Lepidoptera sp. BOLD:AAL8487
Lepidoptera sp. BOLD:AAL8488
Lepidoptera sp. BOLD:AAL8489
Lepidoptera sp. BOLD:AAL8490
Lepidoptera sp. BOLD:AAL8491
Lepidoptera sp. BOLD:AAL8492
Lepidoptera sp. BOLD:AAL8493
Lepidoptera sp. BOLD:AAL8494
Lepidoptera sp. BOLD:AAL8495
Lepidoptera sp. BOLD:AAL8496
Lepidoptera sp. BOLD:AAL8497
Lepidoptera sp. BOLD:AAL8498
Lepidoptera sp. BOLD:AAL8499
Lepidoptera sp. BOLD:AAL8500
Lepidoptera sp. BOLD:AAL8501
Lepidoptera sp. BOLD:AAL8502
Lepidoptera sp. BOLD:AAL8504
Lepidoptera sp. BOLD:AAL8505
Lepidoptera sp. BOLD:AAL8506
Lepidoptera sp. BOLD:AAL8507
Lepidoptera sp. BOLD:AAL8508
Lepidoptera sp. BOLD:AAL8509
Lepidoptera sp. BOLD:AAL8510
Lepidoptera sp. BOLD:AAL8511
Lepidoptera sp. BOLD:AAL8512
Lepidoptera sp. BOLD:AAL8513
Lepidoptera sp. BOLD:AAL8514
Lepidoptera sp. BOLD:AAL8515
Lepidoptera sp. BOLD:AAL8516
Lepidoptera sp. BOLD:AAL8517
Lepidoptera sp. BOLD:AAL8518
Lepidoptera sp. BOLD:AAL8519
Lepidoptera sp. BOLD:AAL8520
Lepidoptera sp. BOLD:AAL8521
Lepidoptera sp. BOLD:AAL8522
Lepidoptera sp. BOLD:AAL8523
Lepidoptera sp. BOLD:AAL8524
Lepidoptera sp. BOLD:AAL8525
Lepidoptera sp. BOLD:AAL8526
Lepidoptera sp. BOLD:AAL8527
Lepidoptera sp. BOLD:AAL8528
Lepidoptera sp. BOLD:AAL8529
Lepidoptera sp. BOLD:AAL8530
Lepidoptera sp. BOLD:AAL8531
Lepidoptera sp. BOLD:AAL8532
Lepidoptera sp. BOLD:AAL8533
Lepidoptera sp. BOLD:AAL8534
Lepidoptera sp. BOLD:AAL8535
Lepidoptera sp. BOLD:AAL8536
Lepidoptera sp. BOLD:AAL8537
Lepidoptera sp. BOLD:AAL8538
Lepidoptera sp. BOLD:AAL8539
Lepidoptera sp. BOLD:AAL8540
Lepidoptera sp. BOLD:AAL8541
Lepidoptera sp. BOLD:AAL8542
Lepidoptera sp. BOLD:AAL8543
Lepidoptera sp. BOLD:AAL8544
Lepidoptera sp. BOLD:AAL8545
Lepidoptera sp. BOLD:AAL8546
Lepidoptera sp. BOLD:AAL8547
Lepidoptera sp. BOLD:AAL8548
Lepidoptera sp. BOLD:AAL8549
Lepidoptera sp. BOLD:AAL8550
Lepidoptera sp. BOLD:AAL8551
Lepidoptera sp. BOLD:AAL8552
Lepidoptera sp. BOLD:AAL8553
Lepidoptera sp. BOLD:AAL8554
Lepidoptera sp. BOLD:AAL8555
Lepidoptera sp. BOLD:AAL8556
Lepidoptera sp. BOLD:AAL8557
Lepidoptera sp. BOLD:AAL8558
Lepidoptera sp. BOLD:AAL8559
Lepidoptera sp. BOLD:AAL8560
Lepidoptera sp. BOLD:AAL8561
Lepidoptera sp. BOLD:AAL8562
Lepidoptera sp. BOLD:AAL8563
Lepidoptera sp. BOLD:AAL8564
Lepidoptera sp. BOLD:AAL8565
Lepidoptera sp. BOLD:AAL8566
Lepidoptera sp. BOLD:AAL8567
Lepidoptera sp. BOLD:AAL8568
Lepidoptera sp. BOLD:AAL8569
Lepidoptera sp. BOLD:AAL8570
Lepidoptera sp. BOLD:AAL8571
Lepidoptera sp. BOLD:AAL8572
Lepidoptera sp. BOLD:AAL8573
Lepidoptera sp. BOLD:AAL8574
Lepidoptera sp. BOLD:AAL8575
Lepidoptera sp. BOLD:AAL8576
Lepidoptera sp. BOLD:AAL8577
Lepidoptera sp. BOLD:AAL8578
Lepidoptera sp. BOLD:AAL8579
Lepidoptera sp. BOLD:AAL8580
Lepidoptera sp. BOLD:AAL8581
Lepidoptera sp. BOLD:AAL8583
Lepidoptera sp. BOLD:AAL8584
Lepidoptera sp. BOLD:AAL8585
Lepidoptera sp. BOLD:AAL8586
Lepidoptera sp. BOLD:AAL8587
Lepidoptera sp. BOLD:AAL8588
Lepidoptera sp. BOLD:AAL8589
Lepidoptera sp. BOLD:AAL8590
Lepidoptera sp. BOLD:AAL8591
Lepidoptera sp. BOLD:AAL8592
Lepidoptera sp. BOLD:AAL8593
Lepidoptera sp. BOLD:AAL8594
Lepidoptera sp. BOLD:AAL8595
Lepidoptera sp. BOLD:AAL8596
Lepidoptera sp. BOLD:AAL8597
Lepidoptera sp. BOLD:AAL8598
Lepidoptera sp. BOLD:AAL8599
Lepidoptera sp. BOLD:AAL8600
Lepidoptera sp. BOLD:AAL8601
Lepidoptera sp. BOLD:AAL8602
Lepidoptera sp. BOLD:AAL8608
Lepidoptera sp. BOLD:AAL8609
Lepidoptera sp. BOLD:AAL8610
Lepidoptera sp. BOLD:AAL8611
Lepidoptera sp. BOLD:AAL8612
Lepidoptera sp. BOLD:AAL8613
Lepidoptera sp. BOLD:AAL8614
Lepidoptera sp. BOLD:AAL8615
Lepidoptera sp. BOLD:AAL8616
Lepidoptera sp. BOLD:AAL8617
Lepidoptera sp. BOLD:AAL8619
Lepidoptera sp. BOLD:AAL8620
Lepidoptera sp. BOLD:AAL8621
Lepidoptera sp. BOLD:AAL8622
Lepidoptera sp. BOLD:AAL8624
Lepidoptera sp. BOLD:AAL8625
Lepidoptera sp. BOLD:AAL8626
Lepidoptera sp. BOLD:AAL8629
Lepidoptera sp. BOLD:AAL8632
Lepidoptera sp. BOLD:AAL8633
Lepidoptera sp. BOLD:AAL8634
Lepidoptera sp. BOLD:AAL8635
Lepidoptera sp. BOLD:AAL8636
Lepidoptera sp. BOLD:AAL8637
Lepidoptera sp. BOLD:AAL8638
Lepidoptera sp. BOLD:AAL8639
Lepidoptera sp. BOLD:AAL8640
Lepidoptera sp. BOLD:AAL8641
Lepidoptera sp. BOLD:AAL8642
Lepidoptera sp. BOLD:AAL8643
Lepidoptera sp. BOLD:AAL8644
Lepidoptera sp. BOLD:AAL8645
Lepidoptera sp. BOLD:AAL8647
Lepidoptera sp. BOLD:AAL8648
Lepidoptera sp. BOLD:AAL8649
Lepidoptera sp. BOLD:AAL8650
Lepidoptera sp. BOLD:AAL8652
Lepidoptera sp. BOLD:AAL8654
Lepidoptera sp. BOLD:AAL8655
Lepidoptera sp. BOLD:AAL8656
Lepidoptera sp. BOLD:AAL8657
Lepidoptera sp. BOLD:AAL8659
Lepidoptera sp. BOLD:AAL8660
Lepidoptera sp. BOLD:AAL8661
Lepidoptera sp. BOLD:AAL8662
Lepidoptera sp. BOLD:AAL8663
Lepidoptera sp. BOLD:AAL8664
Lepidoptera sp. BOLD:AAL8665
Lepidoptera sp. BOLD:AAL8666
Lepidoptera sp. BOLD:AAL8667
Lepidoptera sp. BOLD:AAL8668
Lepidoptera sp. BOLD:AAL8669
Lepidoptera sp. BOLD:AAL8670
Lepidoptera sp. BOLD:AAL8671
Lepidoptera sp. BOLD:AAL8672
Lepidoptera sp. BOLD:AAL8673
Lepidoptera sp. BOLD:AAL8674
Lepidoptera sp. BOLD:AAL8675
Lepidoptera sp. BOLD:AAL8677
Lepidoptera sp. BOLD:AAL8678
Lepidoptera sp. BOLD:AAL8679
Lepidoptera sp. BOLD:AAL8680
Lepidoptera sp. BOLD:AAL8681
Lepidoptera sp. BOLD:AAL8682
Lepidoptera sp. BOLD:AAL8683
Lepidoptera sp. BOLD:AAL8684
Lepidoptera sp. BOLD:AAL8685
Lepidoptera sp. BOLD:AAL8686
Lepidoptera sp. BOLD:AAL8687
Lepidoptera sp. BOLD:AAL8689
Lepidoptera sp. BOLD:AAL8690
Lepidoptera sp. BOLD:AAL8691
Lepidoptera sp. BOLD:AAL8692
Lepidoptera sp. BOLD:AAL8693
Lepidoptera sp. BOLD:AAL8694
Lepidoptera sp. BOLD:AAL8695
Lepidoptera sp. BOLD:AAL8696
Lepidoptera sp. BOLD:AAL8697
Lepidoptera sp. BOLD:AAL8698
Lepidoptera sp. BOLD:AAL8699
Lepidoptera sp. BOLD:AAL8700
Lepidoptera sp. BOLD:AAL8701
Lepidoptera sp. BOLD:AAL8703
Lepidoptera sp. BOLD:AAL8708
Lepidoptera sp. BOLD:AAL8709
Lepidoptera sp. BOLD:AAL8710
Lepidoptera sp. BOLD:AAL8711
Lepidoptera sp. BOLD:AAL8712
Lepidoptera sp. BOLD:AAL8713
Lepidoptera sp. BOLD:AAL8715
Lepidoptera sp. BOLD:AAL8716
Lepidoptera sp. BOLD:AAL8717
Lepidoptera sp. BOLD:AAL8718
Lepidoptera sp. BOLD:AAL8719
Lepidoptera sp. BOLD:AAL8720
Lepidoptera sp. BOLD:AAL8721
Lepidoptera sp. BOLD:AAL8723
Lepidoptera sp. BOLD:AAL8724
Lepidoptera sp. BOLD:AAL8725
Lepidoptera sp. BOLD:AAL8726
Lepidoptera sp. BOLD:AAL8727
Lepidoptera sp. BOLD:AAL8728
Lepidoptera sp. BOLD:AAL8729
Lepidoptera sp. BOLD:AAL8731
Lepidoptera sp. BOLD:AAL8732
Lepidoptera sp. BOLD:AAL8733
Lepidoptera sp. BOLD:AAL8734
Lepidoptera sp. BOLD:AAL8735
Lepidoptera sp. BOLD:AAL8736
Lepidoptera sp. BOLD:AAL8737
Lepidoptera sp. BOLD:AAL8739
Lepidoptera sp. BOLD:AAL8741
Lepidoptera sp. BOLD:AAL8745
Lepidoptera sp. BOLD:AAL8747
Lepidoptera sp. BOLD:AAL8748
Lepidoptera sp. BOLD:AAL8749
Lepidoptera sp. BOLD:AAL8750
Lepidoptera sp. BOLD:AAL8751
Lepidoptera sp. BOLD:AAL8752
Lepidoptera sp. BOLD:AAL8753
Lepidoptera sp. BOLD:AAL8755
Lepidoptera sp. BOLD:AAL8756
Lepidoptera sp. BOLD:AAL8757
Lepidoptera sp. BOLD:AAL8758
Lepidoptera sp. BOLD:AAL8759
Lepidoptera sp. BOLD:AAL8760
Lepidoptera sp. BOLD:AAL8761
Lepidoptera sp. BOLD:AAL8762
Lepidoptera sp. BOLD:AAL8763
Lepidoptera sp. BOLD:AAL8764
Lepidoptera sp. BOLD:AAL8765
Lepidoptera sp. BOLD:AAL8766
Lepidoptera sp. BOLD:AAL8767
Lepidoptera sp. BOLD:AAL8768
Lepidoptera sp. BOLD:AAL8769
Lepidoptera sp. BOLD:AAL8770
Lepidoptera sp. BOLD:AAL8771
Lepidoptera sp. BOLD:AAL8772
Lepidoptera sp. BOLD:AAL8773
Lepidoptera sp. BOLD:AAL8774
Lepidoptera sp. BOLD:AAL8775
Lepidoptera sp. BOLD:AAL8776
Lepidoptera sp. BOLD:AAL8779
Lepidoptera sp. BOLD:AAL8780
Lepidoptera sp. BOLD:AAL8781
Lepidoptera sp. BOLD:AAL8782
Lepidoptera sp. BOLD:AAL8783
Lepidoptera sp. BOLD:AAL8784
Lepidoptera sp. BOLD:AAL8785
Lepidoptera sp. BOLD:AAL8786
Lepidoptera sp. BOLD:AAL8787
Lepidoptera sp. BOLD:AAL8788
Lepidoptera sp. BOLD:AAL8789
Lepidoptera sp. BOLD:AAL8790
Lepidoptera sp. BOLD:AAL8791
Lepidoptera sp. BOLD:AAL8792
Lepidoptera sp. BOLD:AAL8793
Lepidoptera sp. BOLD:AAL8794
Lepidoptera sp. BOLD:AAL8795
Lepidoptera sp. BOLD:AAL8796
Lepidoptera sp. BOLD:AAL8797
Lepidoptera sp. BOLD:AAL8798
Lepidoptera sp. BOLD:AAL8799
Lepidoptera sp. BOLD:AAL8800
