label 
Lepidoptera 
unclassified Lepidoptera 
Glossata 
environmental samples <Lepidoptera> 
Zeugloptera 
Aglossata 
Heterobathmiina 
Lepitoptera incertae sedis 
Lyonetiidae sp. BOLD-2016
Lyonetia ledi
Lyonetia candida
Lyonetia pulverulentella
Lyonetia prunifoliella
Lyonetia clerkella
Lyonetia saliciella
Phyllobrostis peninsulae
Phyllobrostis cf. daphneella Phlk
Corythophora sp. Cory
Corythophora sp. BOLD:AAH5603
Philonome sp. CLV-2014
Philonome euryarga
Philonome kawakitai
Philonome lambdagrapha
Philonome albivittata
Philonome curvilineata
Philonome clemensella
Epicroesa metallifera
Aetole tripunctella
Cycloplasis panicifoliella
Embola ionis
Neoheliodines nyctaginella
Neoheliodines cliffordi
Heliodinidae gen. sp. CR83
Ypsolopha alpella
Ypsolopha mucronella
Ypsolopha ustella
Ypsolopha nigrimaculata
Ypsolopha yasudai
Ypsolopha angelicella
Ypsolopha albistriatus
Ypsolopha parallela
Ypsolopha falcella
Ypsolopha nemorella
Ypsolopha barberella
Ypsolopha canariella
Ypsolopha dorsimaculella
Ypsolopha senex
Ypsolopha sp. BOLD:AAC0506
Ypsolopha sp. BOLD:ACI5035
Ypsolopha sp. BOLD:ACI7643
Ypsolopha sarmaticella
Ypsolopha sylvella
Ypsolopha asperella
Ypsolopha horridella
Ypsolopha lucella
Ypsolopha parenthesella
Ypsolopha scabrella
Ypsolopha sequella
Ypsolopha vittella
Ypsolopha rubrella
Ypsolopha falciferella
Ypsolopha dentella
Bhadorcosma lonicerae
Ypsolophinae gen. sp. n. Mex42
Ypsolophidae sp. BOLD:AAW1013
Euceratia castella
Ochsenheimeria vacculella
Ochsenheimeria urella
Glyphipterix thrasonella
Glyphipterix sp. Glpx
Glyphipterix forsterella
Glyphipterix lamprosema
Glyphipterix perimetalla
Glyphipterix quadragintapunctata
Glyphipterix cf. lamprosema Gly01
Glyphipterix argyrosema
Glyphipterix chrysoplanetis
Glyphipterix isozela
Glyphipterix leucoplaca
Glyphipterix macraula
Glyphipterix palaeomorpha
Glyphipterix pharetropis
Glyphipterix phosphora
Glyphipterix tetrasema
Glyphipterix simpliciella
Glyphipterix sp. ANIC1
Glyphipterix acinacella
Glyphipterix asteriella
Glyphipterix calliscopa
Glyphipterix chalceres
Glyphipterix chalcostrepta
Glyphipterix cometophora
Glyphipterix cyanochalca
Glyphipterix cyanophracta
Glyphipterix gemmipunctella
Glyphipterix gypsonota
Glyphipterix harpogramma
Glyphipterix holodesma
Glyphipterix iometalla
Glyphipterix leucargyra
Glyphipterix marmaropa
Glyphipterix meteora
Glyphipterix platydisema
Glyphipterix protomacra
Glyphipterix rhanteria
Glyphipterix gianelliella
Glyphipterix circumscriptella
Glyphipterix equitella
Glyphipterix bergstraesserella
Glyphipterix fuscoviridella
Glyphipterix schoenicolella
Glyphipterix bifasciata
Glyphipterix saurodonta
Glyphipterix sistes
Glyphipterix haworthana
Lepidotarphius perornatellus
Carmentina pyristacta
Carmentina sp. ANIC1
Cotaena plenella
Diploschizia impigritella
Orthotelia sparganella
Argyresthia amiantella
Argyresthia glabratella
Argyresthia sorbiella
Argyresthia austerella
Argyresthia brockeella
Argyresthia sp. n. sp86
Argyresthia sp. JS86
Argyresthia sp. BOLD:ABW6547
Argyresthia sp. BOLD:ACC7929
Argyresthia albistria
Argyresthia notoleuca
Argyresthia aurulentella
Argyresthia retinella
Argyresthia svenssoni
Argyresthia illuminatella
Argyresthia abdominalis
Argyresthia fundella
Argyresthia laevigatella
Argyresthia sp. 2 JRD-2015
Argyresthia sp. 4 JRD-2015
Argyresthia sp. BOLD:AAF5253
Argyresthia sp. BOLD:AAH4708
Argyresthia sp. BOLD:AAI4412
Argyresthia sp. BOLD:AAJ8361
Argyresthia sp. BOLD:AAL5945
Argyresthia sp. BOLD:ACI8588
Argyresthia sp. LPMNB196-09
Argyresthia sp. LPSOC1003-09
Argyresthia sp. BOLD:AAD9195
Argyresthia sp. BOLD:AAH4269
Argyresthia sp. BOLD:AAJ8349
Argyresthia sp. BOLD:AAJ8350
Argyresthia sp. BOLD:ACR9035
Argyresthia sp. CNFDF725-14
Argyresthia bergiella
Argyresthia praecocella
Argyresthia spinosella
Argyresthia arceuthina
Argyresthia bonnetella
Argyresthia curvella
Argyresthia dilectella
Argyresthia glaucinella
Argyresthia semitestacella
Argyresthia trifasciata
Argyresthia sp. BOLD-2016
Argyresthia flexilis
Argyresthia quadristrigella
Argyresthia sp. 2 BOLD-2016
Argyresthia sp. JFL01
Argyresthia cf. conjugella LBCS076-07
Argyresthia goedartella
Argyresthia pruniella
Argyresthia conjugella
Argyresthia thuiella
Argyresthia abies
Argyresthia alternatella
Argyresthia annettella
Argyresthia canadensis
Argyresthia oreasella
Argyresthia subreticulata
Argyresthia semifusca
Argyresthia pygmaeella
Argyresthia sp. 5 JRD-2011
Argyresthia sp. 2 BOLD:AAH4269
Argyresthia sp. 3 BOLD:AAF5253
Argyresthia sp. 4 BOLD:AAL5945
Argyresthiidae gen. sp. CR20
Argyresthiidae gen. sp. CR47
Argyresthiidae gen. sp. CR81
Argyresthiidae sp. BOLD:ABW6366
Argyresthiidae sp. BOLD:ABW6339
Argyresthiidae sp. BOLD:ABW6367
Argyresthiidae sp. BOLD-2016
Bedellia sp. PK02
Bedellia somnulentella
Bedelliidae sp. BIOUG02550-F11
Metaprotus sp. ANIC1
Roeslerstammia pronubella
Roeslerstammia erxlebella
Agriothera elaeocarpophaga
Nematobola orthotricha
Nematobola sp. ANIC1
Nematobola sp. ANIC2
Nematobola sp. ANIC3
Nematobola sp. ANIC4
Nematobola sp. ANIC5
Nematobola sp. ANIC6
Nematobola isorista
Vanicela tricolona
Vanicela xenadelpha
Vanicela disjunctella
Amphithera heteromorpha
Amphithera hemerina
Amphithera sp. BOLD:ACL2371
Amphithera sp. BOLD:ACL2288
Amphithera heteroleuca
Thereutis arcana
Thereutis chionozyga
Thereutis schismatica
Thereutis tanyceros
Macarangela sp. ANIC1
Macarangela leucochrysa
Macarangela pyracma
Chalcoteuches phlogera
Hestiaula rhodacris
Acrolophidae gen. acroBioLep01
Acrolophidae gen. acrojanzen01
Acrolophidae sp. DHJ-2012-1
Acrolophidae sp. DHJ-2012-2
Acrolophidae sp. DHJ-2012-3
Acrolophidae sp. DHJ-2012-4
Acrolophidae sp. DHJ-2012-5
Acrolophidae sp. DHJ-2012-6
Acrolophidae sp. DHJ-2012-7
Acrolophus sp. Davis004
Acrolophus arcanella
Acrolophus panamae
environmental samples <Acrolophus>
Acrolophus cockerelli
Acrolophus laticapitana
Acrolophus persimplex
Acrolophus variabilis
Acrolophus texanella
Acrolophus walsinghami
Acrolophus popeanella
Acrolophus morus
Exoncotis umbraticella
Ptilopsaltis curvistrigella
Ptilopsaltis sp. BOLD-2016
Eriocottidae sp. BOLD:AAL8761
Eriocottidae sp. BOLD:AAL8763
Eriocottidae sp. BIOUG05253-B03
Eriocottidae sp. BIOUG05253-B04
Eriocottidae sp. BIOUG05253-B05
Eriocottidae sp. BIOUG05253-B07
Eriocottidae sp. BIOUG05253-B09
Eriocottidae sp. BIOUG05253-B10
Eriocottidae sp. NIBGE MOT-02336
Eriocottidae sp. NIBGE MOT-02355
Eriocottidae sp. NIBGE MOT-02356
Eriocottidae sp. NIBGE MOT-02357
Eriocottidae sp. NIBGE MOT-02358
Eriocottidae sp. NIBGE MOT-02359
Eriocottidae sp. NIBGE MOT-02360
Eriocottidae sp. NIBGE MOT-02361
Eriocottidae sp. NIBGE MOT-02362
Eriocottidae sp. NIBGE MOT-02363
Eriocottidae sp. NIBGE MOT-02364
Eriocottidae sp. NIBGE MOT-02365
Eriocottidae sp. NIBGE MOT-02366
Eriocottidae sp. NIBGE MOT-02367
Eriocottidae sp. NIBGE MOT-02368
Eriocottidae sp. NIBGE MOT-02369
Eriocottidae sp. NIBGE MOT-02370
Eriocottidae sp. NIBGE MOT-02371
Eriocottidae sp. NIBGE MOT-02372
Eriocottidae sp. NIBGE MOT-02373
Eriocottidae sp. NIBGE MOT-02374
Eriocottidae sp. NIBGE MOT-02375
Eriocottidae sp. NIBGE MOT-02397
Eriocottidae sp. NIBGE MOT-02398
Eriocottidae sp. NIBGE MOT-02444
Eriocottidae sp. NIBGE MOT-02595
Eriocottidae sp. NIBGE MOT-02598
Eriocottidae sp. NIBGE MOT-02599
Eriocottidae sp. NIBGE MOT-02603
Eriocottidae sp. NIBGE MOT-02604
Eriocottidae sp. NIBGE MOT-02605
Eriocottidae sp. NIBGE MOT-02606
Eriocottidae sp. NIBGE MOT-02607
Eriocottidae sp. NIBGE MOT-02608
Eriocottidae sp. NIBGE MOT-02609
Eriocottidae sp. NIBGE MOT-02610
Eriocottidae sp. NIBGE MOT-02612
Eriocottidae sp. NIBGE MOT-02613
Eriocottidae sp. NIBGE MOT-02617
Eriocottidae sp. NIBGE MOT-02938
Eriocottidae sp. NIBGE MOT-02951
Eriocottidae sp. NIBGE MOT-02967
Compsoctena sp. n. Comp
Compsoctena sp. AB-2016
Compsoctena aedifica
Eriocottis sp. n. Ersn
Eriocottis sp. BOLD:AAI5132
Eriocottis fuscanella
Eucryptogona sp. ANIC1
Deuterotinea casanella
Bijugis
Rebelia
Epichnopterix
Whittleia
Psychidea
Eumasia
Acanthopsyche
Oreopsyche
Eumeta
Sterrhopterix
Dappula
Clania <moth>
Lomera
Hyalarcta
Metura
Paracharactis
Apterona
unclassified Oiketicinae
Cryptothelea
Phasmyalea
Chalia
Claniades
Hyaloptila
Ptilocephala
Canephora <moth>
Bambalina
Mahasena
Manatha
Nipponopsyche
Amicta
Oiketicoides
Pachythelia
Leptopterix
Megalophanes
Hyaloscotes
Phalacropterix
Oiketicus
Thyridopteryx
Narycia
unclassified Naryciinae
Dahlica
Paranarychia
Trigonodoma
Brevantennia
Postsolenobia
Siederia
Diplodoma
Arrhenophanes
Psychidae sp. BOLD:AAH6319
Psychidae sp. BOLD:AAL8671
Psychidae sp. BOLD:AAL8725
Psychidae gen. psyBioLep01
Psychidae gen. psychjanzen01
Psychidae sp. CH-2014
Psychidae sp. BOLD:AAC5848
Psychidae sp. SN-2015a
Psychidae sp. SN-2015b
Psychidae sp. BIOUG15296-B11
Psychidae sp. NIBGE MOT-01230
Psyche
Peloponnesia
Proutia
Bacotia
Bruandella
Anaproutia
Luffia
Perisceptis
Typhonia
Penestoglossa
Scoriodyta
Ardiosteres
Conoeca
Elinostola
Lepidoscia
Oecobia
Plutorectis
Psychanisa
Napecoetes
Trigonocyttara
Pseudarbela
Taleporia
Iphierga
Sentica
Cebysa
Kozhantshikovia
Bankesia
Pseudobankesia
Sciopetris
Pteroma
Lypusa
Placodoma
Tineidae sp. BOLD:AAQ3213
Tineidae gen. tinBioLep01
Tineidae sp. BOLD:AAL8668
Tineidae sp. BOLD:AAA2896
Tineidae sp. BOLD:AAB0279
Tineidae gen. n. sp. Tinsp
Tineidae gen. sp. CR23
Tineidae sp. PTO-847.19
Tineidae sp. BOLD:ABV1745
Tineidae sp. BOLD:ACC8124
Tineidae sp. BOLD:AAG0152
Tineidae sp. TLMF Lep 08268
Tineidae sp. BOLD-2016
Tineidae sp. BIOUG05253-B06
Tineidae sp. BIOUG05253-B11
Tineidae sp. BIOUG05253-B12
Tineidae sp. BIOUG05253-C04
Tineidae sp. BIOUG05253-C06
Tineidae sp. BIOUG05253-C07
Tineidae sp. BIOUG05253-C08
Tineidae sp. BIOUG05253-C09
Tineidae sp. BIOUG05253-C11
Tineidae sp. BIOUG05253-C12
Tineidae sp. BIOUG05376-B05
Tineidae sp. BIOUG15296-B09
Tineidae sp. BIOUG15296-C03
Tineidae sp. BIOUG18622-H06
Tineidae sp. BIOUG18622-H08
Tineidae sp. BIOUG18623-D09
Tineidae sp. BIOUG18623-E06
Tineidae sp. BIOUG18623-E07
Tineidae sp. BIOUG18624-H03
Tineidae sp. BIOUG18624-H06
Tineidae sp. BIOUG18624-H10
Tineidae sp. BIOUG18626-H07
Tineidae sp. BIOUG18627-C04
Tineidae sp. BIOUG18627-C06
Tineidae sp. NIBGE MOT-02616
Tineidae sp. NIBGE MOT-03021
Tineidae sp. NIBGE MOT-03029
Tineidae sp. NIBGE MOT-03030
Tineidae sp. NIBGE MOT-03041
Tineidae sp. NIBGE MOT-03043
Tineidae sp. NIBGE MOT-03175
Tineidae sp. NIBGE MOT-03426
Cephimallota
Moerarchis
Metapherna
Mimoscopa
Analytarcha
Mesopherna
Timaea
Ippa
Gerontha
Myrmecozela
Eudarcia
Infurcitinea
Bathroxena
Diachorisia
Doleromorpha
Hybroma
Leucomele
Mea
Oenoe
Homosetia
Isocorypha
Homostinea
Stenoptinea
Unclassified Meessiinae
Agnathosia
Morophaga
Tinissa
Scardia
Morophagoides
Amorophaga
Montescardia
Dorata
Scardiella
Monopis
Tinea
Praeacedes
Dyotopasta
Paraptica
Pelecystola
Tineovertex
Trichophaga
Edosa
Xystrologa
Acridotarsa
Craniosara
Thomintarra
Elatobia
Niditinea
Hippiochaetes
Anomalotinea
Ceratosticha
unclassified Tineinae
Eccritothrix
Phereoeca
Tineola
Pringleophaga
Euplocamus
Psecadioides
Erechthias
Comodica
Pyloetis
Opogona
Phaeoses
Oinophila
Dryadaula
Perissomastix
Haplotinea
Pseudurgis
Amydria
Euprora
Kearfottia
Xylesthia
Hypoplesia
Harmaclona
Micrerethista
Hapsifera
Parochmastis
Tiquadra
Trachycentra
Nemapogon
Vanna
Triaxomera
Archinemapogon
Nemaxera
Setomorpha
Lindera <moth>
Silosca
Psychoides
Gracillariidae gen. 2 sp. AYK-2011
Gracillariidae gen. 1 sp. ex Schinus terebinthifolius
Gracillariidae sp. BOLD:AAL8461
Gracillariidae sp. BOLD:AAN9371
Gracillariidae sp. BOLD:AAM6870
Gracillariidae sp. BOLD:AAW5075
Gracillariidae sp. BOLD:ABV2083
Gracillariidae sp. BOLD:AAU7484
Gracillariidae sp. BOLD:ABV0562
Gracillariidae sp. BOLD:ABV0593
Gracillariidae sp. CLV4388
Gracillariidae sp. BOLD:AAY7271
Gracillariidae sp. BOLD:ABV2062
Gracillariidae sp. BOLD:AAW5076
Gracillariidae sp. BOLD:AAW5079
Gracillariidae sp. BOLD:ABV0974
Gracillariidae sp. BOLD:ABV2245
Gracillariidae sp. BOLD:AAM6878
Gracillariidae sp. BOLD:AAV4632
Gracillariidae sp. BOLD:AAV4610
Gracillariidae sp. CLV5851
Gracillariidae sp. BOLD:AAY7269
Gracillariidae sp. BOLD:ABV2061
Gracillariidae sp. BOLD:AAM6677
Gracillariidae sp. BOLD:AAW0774
Gracillariidae sp. BOLD:AAV4621
Gracillariidae sp. BOLD:AAU7483
Gracillariidae sp. BOLD:AAM6879
Gracillariidae sp. BOLD:AAY7273
Gracillariidae sp. BOLD:AAU7403
Gracillariidae sp. BOLD:ABV0597
Gracillariidae sp. BOLD:ABV0564
Gracillariidae sp. BOLD:ABV0575
Gracillariidae sp. BOLD:AAM6871
Gracillariidae sp. BOLD:AAU7400
Gracillariidae sp. BOLD:ABV0565
Gracillariidae sp. BOLD:ABV0563
Gracillariidae sp. BOLD:ABX4643
Gracillariidae sp. BOLD:ABV0590
Gracillariidae sp. BOLD:AAW5074
Gracillariidae sp. BOLD:AAW5077
Gracillariidae sp. BOLD:AAW0775
Gracillariidae sp. AK0197
Gracillariidae sp. BOLD:ABV0589
Gracillariidae sp. BOLD:ABV0556
Gracillariidae sp. BOLD:AAV4624
Gracillariidae sp. BOLD:ABV0975
Gracillariidae sp. BOLD:AAV4628
Gracillariidae sp. BOLD:ABV0595
Gracillariidae sp. BOLD:AAV4631
Gracillariidae sp. BOLD:ABV0567
Gracillariidae sp. BOLD:ABV2085
Gracillariidae sp. BOLD:ACE6113
Gracillariidae sp. BOLD:ABV0573
Gracillariidae sp. BOLD:ACG2299
Gracillariidae sp. BOLD:ABV0594
Gracillariidae sp. BOLD:AAY7272
Gracillariidae sp. BOLD:ABV0569
Gracillariidae sp. BOLD:ABV2247
Gracillariidae sp. BOLD:ABV0571
Gracillariidae sp. BOLD:AAV4613
Gracillariidae sp. BOLD:ABV0570
Gracillariidae sp. BOLD:AAM6874
Gracillariidae sp. BOLD:AAW5078
Gracillariidae sp. BOLD:ACA2922
Gracillariidae sp. CLV4378
Gracillariidae sp. BOLD:AAW0772
Gracillariidae sp. BOLD:ABV0560
Gracillariidae sp. BOLD:AAM6869
Gracillariidae sp. BOLD:ABV0568
Gracillariidae sp. BOLD:ABV0574
Gracillariidae sp. BOLD:AAW5341
Gracillariidae sp. BOLD:AAY7270
Gracillariidae sp. BOLD:AAW5073
Gracillariidae sp. BOLD:AAM6673
Gracillariidae sp. BOLD:AAM6872
Gracillariidae sp. BOLD:ABW6373
Gracillariidae sp. BOLD:ABX0984
Gracillariidae sp. BOLD:AAG1156
Gracillariidae sp. BOLD:AAG1158
Gracillariidae sp. BOLD:AAG1157
Gracillariidae sp. BOLD:AAG1159
Gracillariidae sp. BOLD:ACB9323
Gracillariidae sp. BOLD:ACB9512
Gracillariidae sp. BOLD:ACC9280
Gracillariidae sp. BOLD:ACD1959
Gracillariidae sp. BOLD:ACG6328
Gracillariidae sp. CNRMB103-12
Gracillariidae sp. BOLD:ACJ8216
Gracillariidae sp. BOLD:ACM9181
Gracillariidae sp. BOLD:ACN6254
Gracillariidae sp. CNTMB3581-14
Gracillariidae sp. BOLD-2016
Gracillariidae sp. sc_02439
Gracillariidae sp. sc_02440
Gracillariidae sp. sc_02929
Gracillariidae sp. sc_04596
Gracillariidae sp. sc_04624
Gracillariidae sp. sc_04637
Gracillariidae sp. sc_04659
Gracillariidae sp. sc_04668
Gracillariidae sp. sc_05543
Gracillariidae sp. sc_05690
Gracillariidae sp. sc_09171
Gracillariidae sp. sc_09172
Gracillariidae sp. sc_10466
Gracillariidae sp. AAG1156
Gracillariidae sp. AAG1158
Gracillariidae sp. BIOUG02396-C01
Gracillariidae sp. BIOUG02439-A09
Gracillariidae sp. BIOUG02550-A11
Gracillariidae sp. BIOUG02550-F06
Gracillariidae sp. BIOUG02578-D02
Gracillariidae sp. BIOUG02582-H02
Gracillariidae sp. BIOUG17826-C02
Gracillariidae gen. sp. 1 ex Mallotus philippensis
Gracillariidae gen. sp. 2 ex Macaranga tanarius
Gracillariidae gen. sp. 3 ex Sindora sp.
Gracillariidae gen. sp. 4 ex Cassia sp.
Gracillariidae gen. sp. 5 ex Caesalpinia crista
Gracillariidae gen. sp. 6 ex Caesalpinia spiaria
Gracillariidae gen. sp. 7 ex Elaeocarpus sylvestris
Caloptilia
Epicephala
Conopomorpha
Dialectica
Marmara
Spulerina
Amblyptila
Aristaea
Leucospilapteryx
Acrocercops
Parornix
Macarostola
Eucosmophora
Telamoptilia
Callisto
Spinivalva
Cyphosticha
Cuphodes
Chileoptilia
Chilocampyla
unclassified Gracillariinae
Aspilapteryx
Euspilapteryx
Philodoria
Eteoryctis
Calybites
Gracillaria
Mercantouria
Cupedia
Gibbovalva
Metriochroa
Callicercops
Ornixola
Ketapangia
Leurocephala
Dendrorycter
Eucalybites
Liocrobyla
Melanocercops
Diphtheroptila
Artifodina
Borboryctis
Conopobathra
Deoptilia
Phodoryctis
Psydrocercops
Systoloneura
Leucanthiza
Phyllonorycter
Cameraria <moth>
Neolithocolletis
Cremastobombycia
Hyloconis
Chrysaster
Afrorycter
Macrosaccus
Povolnya
Porphyrosela
unclassified Lithocolletinae
Triberta
Protolithocolletis
Micrurapteryx
Neurobathra
Neurostrota
Parectopa
unclassified Ornixolinae
Phyllocnistis
Cryphiomystis
unclassified Phyllocnistinae
Angelabella
Corythoxestis
Stomphastis
Peragrarchis
Eumetriochroa
Bucculatrix sp. AYK-2011
Bucculatrix staintonella
Bucculatrix thoracella
Bucculatrix sp. Bucc
Bucculatrix sp. SC-2012
Bucculatrix bechsteinella
Bucculatrix cidarella
Bucculatrix sp. ANIC1
Bucculatrix sp. BOLD:AAH4720
Bucculatrix sp. BOLD:ABA1129
Bucculatrix frangutella
Bucculatrix nigricomella
Bucculatrix cristatella
Bucculatrix clavenae
Bucculatrix fatigatella
Bucculatrix regaella
Bucculatrix sp. BOLD:AAB1986
Bucculatrix sp. BOLD:AAD3127
Bucculatrix sp. BOLD:AAG1164
Bucculatrix sp. BOLD:AAI3852
Bucculatrix sp. BOLD:AAZ5645
Bucculatrix sp. BOLD:ACA7450
Bucculatrix sp. BOLD:ACC8888
Bucculatrix sp. CNRMC1351-12
Bucculatrix sp. CNRMD528-12
Bucculatrix sp. BOLD:AAH5592
Bucculatrix sp. BOLD:AAH5599
Bucculatrix sp. BOLD:AAI3849
Bucculatrix sp. AB-2016
Bucculatrix sp. BOLD:AAD2085
Bucculatrix sp. BOLD:AAD3129
Bucculatrix sp. BOLD:ABZ4482
Bucculatrix sp. BOLD:ACK9901
Bucculatrix sp. BOLD:ACM8808
Bucculatrix sp. BOLD:ACW0205
Bucculatrix albedinella
Bucculatrix ratisbonensis
Bucculatrix sp. BOLD-2016
Bucculatrix solidaginiella
Bucculatrix ulmella
Bucculatrix ainsliella
Bucculatrix canadensisella
Bucculatrix polytita
Bucculatrix pomifoliella
Bucculatrix sexnotata
Bucculatrix maritima
Bucculatrix artemisiella
Bucculatrix demaryella
Bucculatrix sp. 1 ex Rhamnus costata
Bucculatrix sp. 2 ex Hovenia tomentella
Ogmograptis scribula
Ogmograptis barloworum
Ogmograptis fraxinoides
Ogmograptis maxdayi
Ogmograptis racemosa
Ogmograptis sp. ANIC2
Ogmograptis sp. ANIC1
Ogmograptis sp. NW-2010
Bucculatricidae sp. CNGBK1532-14
Bucculatricidae sp. CNPKF1135-14
Bucculatricidae sp. BOLD-2016
Tinagma gaedikei
Tinagma ocnerostomella
Tinagma dryadis
Tinagma leucanthes
Tinagma obscurofasciella
Tinagma sp. BOLD:AAG2054
Tinagma balteolella
Tinagma perdicella
Klimeschia transversella
Dysoptus bilobus
Dysoptus sp. NW-2010
Greya enchrysa
Greya politella
Greya mitellae
Greya obscura
Greya piperella
Greya punctiferella
Greya powelli
Greya reticulata
Greya subalba
Greya suffusca
Greya solenobiella
Tegeticula maculata extranea
Tegeticula maculata maculata
Opostegidae gen. oposBioLep01 sp. BioLep01
Roscidotoga callicomae
Roscidotoga lamingtonia
Pectinivalva sp. B Pect
Pectinivalva caenodora
Pectinivalva mystaconota
Pectinivalva (Pectinivalva) sp. 34 EVN-2013
Pectinivalva (Pectinivalva) sp. 'Canberra 24082'
Pectinivalva (Pectinivalva) sp. 'Canberra 24083'
Pectinivalva (Pectinivalva) sp. 'Mt Nelson dark 24104'
Pectinivalva (Pectinivalva) sp. 'Mt Nelson dark 24105'
Pectinivalva (Pectinivalva) sp. 'NSW dark'
Pectinivalva sp. B KTM-2013
Pectinivalva sp. spAnic6
Pectinivalva caenodora group sp. RMNH INS 23540
Casanovula sp. 'Melaleuca'
Casanovula sp. 'Melaleuca viminalis'
Casanovula minotaurus
Casanovula sp. Melaleucaviminalis
Casanovula sp. RH174Melaleuca
Menurella sp. 'Eucalyptus juv.'
Menurella sp. 'Mt Nelson fasciate'
Menurella acmenae
Menurella quintiniae
Menurella scotodes
Menurella sp. MtNelsonfasciate
Menurella tribulatrix
Menurella xenadelpha
Ozadelpha sp. EvN4680
Nepticulinae sp. BOLD:AAH4494
Nepticulinae sp. BOLD:ABY1038
Nepticulinae sp. BOLD:ACC5766
Nepticulinae sp. BOLD:ACK5530
Nepticulinae sp. BOLD-2016
Ectoedemia
Trifurcula
Acalyptris
Bohemannia
Parafomoria
Etainia
Fomoria
Glaucolepis
Hesperolyra
Muhabbetana
Neotrifurcula
Zimmermannia <moth>
Stigmella
Enteucha
Simplimorpha
Psychostrophia melanargia
Psychostrophia nymphidiaria
Epicopeia hainesii
Epicopeia mencia
Drepana
Cilix
Callidrepana
Albara
Nordstromia
Tridrepana
Astatochroa
Amphitorna
Macrauzata
Urogonodes
Leucoblepsis
Macrocilix
Falcaria <moth>
Eudeilinia
Ditrigona
Microblepsis
Agnidra
Auzata
Sabra
Watsonalla
Cymatophorima
Parapsestis
Tethea
Hypsidia
Habrosyne
Ceranemota
Thyatira
Pseudothyatira
Euthyatira
Gaurena
Ochropacha
Euparyphasma
Neodaruma
Tetheella
Achlya <moth>
Polyploca
Drepanidae sp. BOLD:AAH6097
Drepanidae sp. BOLD:AAL8506
Drepanidae sp. BOLD:AAH6231
Drepanidae sp. BOLD:AAM8249
Drepanidae sp. sc_03406
Drepanidae sp. sc_03732
Drepanidae sp. sc_04560
Drepanidae sp. sc_05053
Drepanidae sp. sc_05131
Drepanidae sp. sc_05132
Drepanidae sp. sc_05133
Drepanidae sp. sc_05135
Drepanidae sp. sc_05138
Drepanidae sp. sc_05834
Drepanidae sp. sc_05838
Drepanidae sp. sc_09809
Drepanidae sp. sc_09828
Drepanidae sp. sc_09839
Drepanidae sp. sc_09901
Drepanidae sp. sc_09905
Drepanidae sp. sc_09906
Drepanidae sp. sc_09907
Cyclidia
Mimozethes
Oreta
Hypsomadius
Epermenia pontificella
Epermenia chaerophyllella
Epermenia sinjovi
Epermenia stolidota
Epermenia sp. Epmn
Epermenia exilis
Epermenia tasmanica
Epermenia scurella
Epermenia infracta
Epermenia sp. BOLD:ACB9511
Epermenia sp. BOLD:ACC8977
Epermenia albapunctella
Epermenia cf. infracta BOLD-2016
Epermenia illigerella
Gnathifera aphronesa
Gnathifera bipunctata
Ochromolopis ictella
Ochromolopis kaszabi
Ochromolopis zagulajevi
Ochromolopis sp. BOLD:ABW6275
Ochromolopis ramapoella
Epermeniidae sp. BOLD:AAW5126
Epermeniidae sp. BOLD:ABW6786
Epermeniidae sp. BOLD:ABW6271
Epermeniidae sp. BOLD:ABW6377
Epermeniidae sp. BOLD:ABW6348
Epermeniidae sp. BOLD:AAP8028
Epermeniidae sp. BOLD:ACB7409
Epermeniidae sp. BOLD:ACI3628
Epermeniidae sp. BOLD-2016
Paraepermenia santaliella
Phaulernis fulviguttella
Phaulernis statariella
Phaulernis dentella
Alucitidae sp. BOLD:ABW6928
Alucitidae sp. BOLD:ABW6926
Alucitidae sp. BOLD:ABW6925
Alucitidae sp. BOLD:ABW6929
Alucitidae sp. BOLD:ABW6927
Alucitidae sp. BOLD:ACL3689
Alucita adriendenisi
Alucita acascaea
Alucita phricodes
Alucita sp. ANIC3
Alucita xanthosticta
Alucita sp. PTO-994.6
Alucita montana
Alucita sp. ANIC1
Alucita sp. ANIC2
Alucita sp. ANIC4
Alucita agapeta
Alucita xanthodes
Alucita desmodactyla
Alucita grammodactyla
Alucita lalannei
Alucita huebneri
Alucita sp. JCR-2009
Alucita hexadactyla
Alucita sp. JCR-2011
Pterotopteryx dodecadactyla
Pterophoridae gen. pteroBioLep01
Pterophoridae gen. pteroJanzen01
Pterophoridae sp. BOLD:AAL8472
Pterophoridae sp. JHY-2013
Pterophoridae sp. 10ANIC-03177
Pterophoridae sp. PTO-994.2
Pterophoridae sp. BOLD:ABW6845
Pterophoridae sp. CH-2014
Pterophoridae sp. BOLD:ACL2526
Pterophoridae sp. BOLD-2016
Pterophoridae sp. sc_00015
Pterophoridae sp. sc_00818
Pterophoridae sp. sc_02932
Adaina
Hellinsia
Platyptilia
Stenoptilia
Crombrugghia
Anstenoptilia
Oidaematophorus
Cosmoclostis
Imbophorus
Pterophorus
Stangeia
Trichoptilus
Oxyptilus
Stenoptilodes
Sphenarches
Lantanophaga
Wheeleria
Xyroptila
Diacrotricha
unclassified Pterophorinae
Amblyptilia
Buckleria
Marasmarcha
Gillmeria
Paraplatyptilia
Capperia
Geina
Merrifieldia
Calyciphora
Cnaemidophorus
Porrittia
Stenodacma
Emmelina
Agdistis
Agdistopis
Hexadactilia
Deuterocopus
Dejongia
Anomima phaeochroa
